tytuł ogłoszenia,link,lokalizacja,powierzchnia,cena,cena za metr,czynsz,liczba pokoi,rodzaj budynku,rynek
"Mieszkanie w Centrum 42m2, Manufaktura, Plac Woln.",https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-42m2-manufaktura-plac-woln-ID4uZZT.html,"Łódź, Śródmieście",42.0,269000.0,6405.0,420.0,2.0,,wtórny
Okazja! 9.036 zł/m2. Bez prowizji.,https://www.otodom.pl/pl/oferta/okazja-9-036-zl-m2-bez-prowizji-ID4t3GQ.html,"Łódź, Górna",65.45,595595.0,9100.0,600.0,3.0,,pierwotny
2 Pokoje Do Własnej Aranżacji Lub Pod Wynajem,https://www.otodom.pl/pl/oferta/2-pokoje-do-wlasnej-aranzacji-lub-pod-wynajem-ID4wmQr.html,"Łódź, Górna",37.6,265000.0,7048.0,0.0,2.0,,wtórny
"Łódź, Retkinia, 3 pokoje, mieszkanie na sprzedaż",https://www.otodom.pl/pl/oferta/lodz-retkinia-3-pokoje-mieszkanie-na-sprzedaz-ID4w6KH.html,"Łódź, Polesie",53.0,399000.0,7528.0,924.0,3.0,,wtórny
Mieszkanie 3 pokojowe przy Rondzie Lotników,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-przy-rondzie-lotnikow-ID4wgbq.html,"Łódź, Górna",49.0,359000.0,7327.0,530.0,3.0,,wtórny
3 Pokoje przy Parku Podolskim,https://www.otodom.pl/pl/oferta/3-pokoje-przy-parku-podolskim-ID4woKS.html,"Łódź, Górna",47.22,440000.0,9318.0,680.0,3.0,,wtórny
Polesie/Bałuty⭐2 pok⭐lipiec 25⭐taras⭐garaż⭐komórka,https://www.otodom.pl/pl/oferta/polesie-baluty2-poklipiec-25tarasgarazkomorka-ID4wjZx.html,"Łódź, Bałuty",34.3,327470.0,9547.0,390.0,2.0,,pierwotny
Sprzedam piękną kawalerkę blisko Manufaktury,https://www.olx.pl/d/oferta/sprzedam-piekna-kawalerke-blisko-manufaktury-CID3-IDZMAXd.html,"Łódź, Bałuty",23.15,280000.0,12095.03,,1.0,Blok,Wtórny
M-5 1 piętro po remoncie Zgierska,https://www.otodom.pl/pl/oferta/m-5-1-pietro-po-remoncie-zgierska-ID4ueG2.html,"Łódź, Bałuty",57.0,499000.0,8754.0,,4.0,,wtórny
Przytulne Mieszkanie Polna 18 Residence | M43,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-polna-18-residence-m43-ID4ods6.html,Łódź,58.21,518069.0,8900.0,,3.0,,pierwotny
2 Pokoje Po Remoncie Z Ogródkiem Przy Pł,https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-z-ogrodkiem-przy-pl-ID4wgN8.html,"Łódź, Górna",32.21,320000.0,9935.0,0.0,2.0,,wtórny
Sprzedam M5/Balkon/Retkinia/Dobra Komunikacja,https://www.otodom.pl/pl/oferta/sprzedam-m5-balkon-retkinia-dobra-komunikacja-ID4uOWj.html,"Łódź, Polesie",69.02,520000.0,7534.0,970.0,4.0,,wtórny
"Radwańska / Kościuszki , 2 pokoje , CO miejskie",https://www.otodom.pl/pl/oferta/radwanska-kosciuszki-2-pokoje-co-miejskie-ID4wlwm.html,"Łódź, Śródmieście",27.0,266000.0,9852.0,300.0,2.0,,wtórny
Nowe Centrum Łodzi | Do zamieszkania lub wynajęcia,https://www.otodom.pl/pl/oferta/nowe-centrum-lodzi-do-zamieszkania-lub-wynajecia-ID4tr8N.html,"Łódź, Śródmieście",38.89,384700.0,9892.0,,2.0,,wtórny
"Łódź-Retkinia 63,5m2 - 4 pokoje. Super lokalizacja",https://www.otodom.pl/pl/oferta/lodz-retkinia-63-5m2-4-pokoje-super-lokalizacja-ID4wojv.html,"Łódź, Polesie",63.5,539000.0,8488.0,770.0,4.0,,wtórny
"Ogródek, Garaż, I Piętro, Budynek Z 2024 R.❗️",https://www.otodom.pl/pl/oferta/ogrodek-garaz-i-pietro-budynek-z-2024-r-ID4ufWC.html,"Łódź, Polesie",39.0,459000.0,11769.0,500.0,2.0,,wtórny
Mieszkanie 4 Pokojowe w Idealnej Okolicy w Łodzi !,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-w-idealnej-okolicy-w-lodzi-ID4w9YM.html,"Łódź, Polesie",63.5,489000.0,7701.0,,4.0,,wtórny
M3 Na Teofilowie Dla Ciebie Lub Na Wynajem,https://www.otodom.pl/pl/oferta/m3-na-teofilowie-dla-ciebie-lub-na-wynajem-ID4wfx7.html,"Łódź, Bałuty",45.12,347000.0,7691.0,700.0,2.0,,wtórny
Enklawa nowe mieszkanie z ogródkiem 2 sypialnie + salon z aneksem,https://www.olx.pl/d/oferta/enklawa-nowe-mieszkanie-z-ogrodkiem-2-sypialnie-salon-z-aneksem-CID3-ID14QrwP.html,"Łódź, Polesie",53.68,699000.0,13021.61,,3.0,Blok,Wtórny
2-pokojowe mieszkanie pod klucz,https://www.olx.pl/d/oferta/2-pokojowe-mieszkanie-pod-klucz-CID3-ID11Ov2h.html,"Łódź, Śródmieście",38.0,420000.0,11052.63,,2.0,Apartamentowiec,Wtórny
"ul. Nawrot 32, 2 pokoje, 40 m2, Inwestycja",https://www.otodom.pl/pl/oferta/ul-nawrot-32-2-pokoje-40-m2-inwestycja-ID4w2I3.html,"Łódź, Śródmieście",39.7,317000.0,7985.0,350.0,2.0,,wtórny
3 pokoje w pięknym rozkładzie Górna ul Granitowa,https://www.otodom.pl/pl/oferta/3-pokoje-w-pieknym-rozkladzie-gorna-ul-granitowa-ID4txeR.html,"Łódź, Górna",62.15,540000.0,8689.0,900.0,3.0,,wtórny
Przestronne 2 pokoje na Starym Widzewie (55m2),https://www.otodom.pl/pl/oferta/przestronne-2-pokoje-na-starym-widzewie-55m2-ID4uQzM.html,"Łódź, Widzew",54.8,420000.0,7664.0,670.0,2.0,,wtórny
Piękne 2-pokoje |Balkon| Winda| Po Remoncie|Górna|,https://www.otodom.pl/pl/oferta/piekne-2-pokoje-balkon-winda-po-remoncie-gorna-ID4wcF3.html,"Łódź, Górna",32.5,365000.0,11231.0,578.0,2.0,,wtórny
"4 pokoje Radogoszcz Wschód dwie loggie, fajne",https://www.otodom.pl/pl/oferta/4-pokoje-radogoszcz-wschod-dwie-loggie-fajne-ID4uXtC.html,"Łódź, Bałuty",81.2,679000.0,8362.0,1200.0,4.0,,wtórny
Inwestycyjna kawalerka przy Manu - Gdańska 4,https://www.otodom.pl/pl/oferta/inwestycyjna-kawalerka-przy-manu-gdanska-4-ID4wqYa.html,"Łódź, Polesie",24.59,185000.0,7523.0,200.0,1.0,,wtórny
Słoneczne 2 pokoje po generalnym remoncie!,https://www.otodom.pl/pl/oferta/sloneczne-2-pokoje-po-generalnym-remoncie-ID4wk0U.html,"Łódź, Bałuty",37.09,365000.0,9841.0,,2.0,,wtórny
2 pokojowe mieszkanie na I piętrze,https://www.olx.pl/d/oferta/2-pokojowe-mieszkanie-na-i-pietrze-CID3-ID14XQx1.html,"Łódź, Górna",32.0,273000.0,8531.25,,2.0,Blok,Wtórny
Kawalerka W Centrum Do Własnej Aranżacji,https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-do-wlasnej-aranzacji-ID4wnnE.html,"Łódź, Bałuty",37.2,224000.0,6022.0,0.0,1.0,,wtórny
2 Pokoje⭐Rozkład⭐Balkon⭐Cicha i Zielona Okolica,https://www.otodom.pl/pl/oferta/2-pokojerozkladbalkoncicha-i-zielona-okolica-ID4tTJV.html,"Łódź, Polesie",45.0,335000.0,7444.0,500.0,2.0,,wtórny
Piękne M-4 ul. Limanowskiego 67,https://www.otodom.pl/pl/oferta/piekne-m-4-ul-limanowskiego-67-ID4rFWE.html,"Łódź, Bałuty",57.0,505000.0,8860.0,670.0,3.0,,wtórny
"M3 Lutomierska/blisko Manufaktury, balkon, winda",https://www.otodom.pl/pl/oferta/m3-lutomierska-blisko-manufaktury-balkon-winda-ID4w067.html,"Łódź, Bałuty",45.0,310000.0,6889.0,,2.0,,wtórny
"2 pokoje, balkon, 1 piętro, gotowe do zamieszkania",https://www.otodom.pl/pl/oferta/2-pokoje-balkon-1-pietro-gotowe-do-zamieszkania-ID4wg6l.html,"Łódź, Bałuty",45.9,345000.0,7516.0,570.0,2.0,,wtórny
Okazja! Mieszkanie W Centrum Przy Manufakturze,https://www.otodom.pl/pl/oferta/okazja-mieszkanie-w-centrum-przy-manufakturze-ID4u9iu.html,"Łódź, Bałuty",38.6,259000.0,6710.0,900.0,1.0,,wtórny
2-pokojowe mieszkanie 40m2 + loggia Bezpośrednio,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-loggia-bezposrednio-ID4wsSL.html,"Łódź, Polesie",40.76,454474.0,11150.0,,2.0,,pierwotny
Gotowe 3 pokoje ⭐️ Złotno⭐️ BEZ PROWIZJI,https://www.otodom.pl/pl/oferta/gotowe-3-pokoje-zlotno-bez-prowizji-ID4tMiJ.html,"Łódź, Polesie",50.0,620000.0,12400.0,500.0,3.0,,wtórny
2 Pokoje 1 Piętro Komórka Po remoncie Wyposażone,https://www.otodom.pl/pl/oferta/2-pokoje-1-pietro-komorka-po-remoncie-wyposazone-ID4wjWT.html,"Łódź, Górna",40.0,418000.0,10450.0,500.0,2.0,,wtórny
Już gotowe m3 Wyremontowane i umeblowane / parter / księga,https://www.olx.pl/d/oferta/juz-gotowe-m3-wyremontowane-i-umeblowane-parter-ksiega-CID3-ID14NS5D.html,"Łódź, Górna",40.3,399000.0,9900.74,,2.0,Blok,Wtórny
"36,08 m² | 2 pokoje | Do remontu | Balkon",https://www.otodom.pl/pl/oferta/36-08-m-2-pokoje-do-remontu-balkon-ID4w7Qm.html,"Łódź, Bałuty",36.08,269500.0,7470.0,574.0,2.0,,wtórny
"Unikat z artystycznym sznytem - 3,2m wys - cegła",https://www.otodom.pl/pl/oferta/unikat-z-artystycznym-sznytem-3-2m-wys-cegla-ID4wgu5.html,"Łódź, Śródmieście",77.6,599000.0,7719.0,1050.0,4.0,,wtórny
"Balkon 2 Pokoje, Dąbrowa – Świetna Lokalizacja",https://www.otodom.pl/pl/oferta/balkon-2-pokoje-dabrowa-swietna-lokalizacja-ID4w76y.html,"Łódź, Górna",35.71,299000.0,8373.0,360.0,2.0,,wtórny
Sprzedamy M3 z ogródkiem na Julianowie – Berlinek,https://www.otodom.pl/pl/oferta/sprzedamy-m3-z-ogrodkiem-na-julianowie-berlinek-ID4uqEz.html,"Łódź, Bałuty",56.4,380000.0,6738.0,,3.0,,wtórny
"Do zamieszkania M-3, Karolew, Retkinia, Polesie,",https://www.otodom.pl/pl/oferta/do-zamieszkania-m-3-karolew-retkinia-polesie-ID4wq1Q.html,"Łódź, Polesie",43.19,427000.0,9887.0,700.0,2.0,,wtórny
"2 Pokoje, Cicha Okolica I Świetna Lokalizacja",https://www.otodom.pl/pl/oferta/2-pokoje-cicha-okolica-i-swietna-lokalizacja-ID4wmTF.html,"Łódź, Widzew",49.58,399000.0,8048.0,1100.0,2.0,,wtórny
Syndyk sprzeda mieszkanie - 2 pokoje z aneksem,https://www.otodom.pl/pl/oferta/syndyk-sprzeda-mieszkanie-2-pokoje-z-aneksem-ID4rJBJ.html,"Łódź, Widzew",32.49,212850.0,6551.0,,2.0,,wtórny
M3 blisko Poliechniki.,https://www.otodom.pl/pl/oferta/m3-blisko-poliechniki-ID4wise.html,"Łódź, Górna",47.0,389000.0,8277.0,700.0,2.0,,wtórny
"M3 z widokiem na panoramę, Karolew",https://www.otodom.pl/pl/oferta/m3-z-widokiem-na-panorame-karolew-ID4wp1p.html,"Łódź, Polesie",44.0,329000.0,7477.0,720.0,2.0,,wtórny
2 pokoje z balkonem Teofilów ul. Judyma 43 mkw,https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-teofilow-ul-judyma-43-mkw-ID4wrNn.html,"Łódź, Bałuty",43.13,320000.0,7419.0,600.0,2.0,,wtórny
"Górna, balkon, po generalnym remoncie, do wprowadzenia!",https://www.olx.pl/d/oferta/gorna-balkon-po-generalnym-remoncie-do-wprowadzenia-CID3-ID14XiVx.html,"Łódź, Górna",63.0,599970.0,9523.33,,4.0,Blok,Wtórny
Wyjątkowe M4 Z Widokiem Na Botanik!,https://www.otodom.pl/pl/oferta/wyjatkowe-m4-z-widokiem-na-botanik-ID4wpEr.html,"Łódź, Polesie",70.05,797000.0,11378.0,520.0,3.0,,wtórny
Umeblowana kawalerka blisko Manufaktury,https://www.otodom.pl/pl/oferta/umeblowana-kawalerka-blisko-manufaktury-ID4uxTj.html,"Łódź, Bałuty",42.48,215000.0,5061.0,,1.0,,wtórny
"Łódź Widzew, 2 Pokoje, Osobna Kuchnia, Parking",https://www.otodom.pl/pl/oferta/lodz-widzew-2-pokoje-osobna-kuchnia-parking-ID4wubj.html,"Łódź, Widzew",52.9,399000.0,7543.0,565.0,2.0,,wtórny
Rozkładowe 2 Pokoje,https://www.otodom.pl/pl/oferta/rozkladowe-2-pokoje-ID4w7sr.html,"Łódź, Bałuty",44.99,370000.0,8224.0,0.0,2.0,,wtórny
Mieszkania w malowniczej i spokojnej okolicy,https://www.otodom.pl/pl/oferta/mieszkania-w-malowniczej-i-spokojnej-okolicy-ID4r6Lq.html,"Łódź, Górna",43.68,195000.0,4464.0,,2.0,,wtórny
Wygodne 3-pokojowe dla rodziny na cichym osiedlu,https://www.otodom.pl/pl/oferta/wygodne-3-pokojowe-dla-rodziny-na-cichym-osiedlu-ID4uMPw.html,"Łódź, Bałuty",52.97,469000.0,8854.0,650.0,3.0,,wtórny
Inwestycyjne mieszkanie w centrum Łodzi!,https://www.otodom.pl/pl/oferta/inwestycyjne-mieszkanie-w-centrum-lodzi-ID4uKbV.html,"Łódź, Śródmieście",30.13,240000.0,7965.0,250.0,2.0,,wtórny
Inwestycyjna Kawalerka w Sercu Miasta,https://www.otodom.pl/pl/oferta/inwestycyjna-kawalerka-w-sercu-miasta-ID4w17E.html,"Łódź, Polesie",29.29,200000.0,6828.0,,1.0,,wtórny
"Mieszkanie 3-pokojowe Łódź, Widzew, Nowosolna",https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-lodz-widzew-nowosolna-ID4wrhM.html,"Łódź, Widzew",52.0,410000.0,8077.0,,3.0,,wtórny
3 pokoje w komfortowym osiedlu.,https://www.otodom.pl/pl/oferta/3-pokoje-w-komfortowym-osiedlu-ID4weXV.html,"Łódź, Polesie",70.92,599274.0,8450.0,700.0,3.0,,pierwotny
"Potencjał na 3 pokoje, Chojny ICZMP, 55m2",https://www.otodom.pl/pl/oferta/potencjal-na-3-pokoje-chojny-iczmp-55m2-ID4wcBW.html,"Łódź, Górna",56.0,435000.0,7768.0,800.0,2.0,,wtórny
"M4, Radogoszcz Wschód, duża loggia",https://www.otodom.pl/pl/oferta/m4-radogoszcz-wschod-duza-loggia-ID4w5iR.html,"Łódź, Bałuty",62.15,435000.0,6999.0,700.0,3.0,,wtórny
"Mieszkanie, Łódź",https://www.otodom.pl/pl/oferta/-ID4w0zb.html,"Łódź, Śródmieście",80.17,300000.0,3742.0,550.0,2.0,,wtórny
Mieszkanie z ogrodem blisko Stawów Stefańskiego,https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodem-blisko-stawow-stefanskiego-ID4t0sZ.html,"Łódź, Górna",89.0,990000.0,11124.0,650.0,3.0,,wtórny
Rozkładowe M3 Ul. Lniana 26 Balkon,https://www.otodom.pl/pl/oferta/rozkladowe-m3-ul-lniana-26-balkon-ID4wsim.html,"Łódź, Bałuty",45.0,285000.0,6333.0,550.0,2.0,,wtórny
"Stylowy apartament, kameralne osiedle, 3 pokoje",https://www.otodom.pl/pl/oferta/stylowy-apartament-kameralne-osiedle-3-pokoje-ID4wfcb.html,"Łódź, Górna",83.0,799000.0,9627.0,,3.0,,wtórny
Komfortowe I 2 Pokoje I Astronautów,https://www.otodom.pl/pl/oferta/komfortowe-i-2-pokoje-i-astronautow-ID4tCqR.html,"Łódź, Górna",42.8,320000.0,7477.0,680.0,2.0,,wtórny
"Komfortowe, 2 pokojowe po remoncie",https://www.otodom.pl/pl/oferta/komfortowe-2-pokojowe-po-remoncie-ID4w7rT.html,"Łódź, Górna",43.0,379000.0,8814.0,650.0,2.0,,wtórny
Kawalerka 31m2 na Retkinii - 1sze piętro l Balkon francuski,https://www.olx.pl/d/oferta/kawalerka-31m2-na-retkinii-1sze-pietro-l-balkon-francuski-CID3-ID14yOKv.html,"Łódź, Polesie",31.0,277900.0,8964.52,,1.0,Blok,Wtórny
Wyjątkowa oferta - godna uwagi ###,https://www.otodom.pl/pl/oferta/wyjatkowa-oferta-godna-uwagi-ID4wmsx.html,"Łódź, Górna",47.42,460000.0,9701.0,370.0,2.0,,wtórny
Prawdziwe zdjęcia! Nowe mieszkanie do wprowadzenia,https://www.otodom.pl/pl/oferta/prawdziwe-zdjecia-nowe-mieszkanie-do-wprowadzenia-ID4wj3f.html,"Łódź, Polesie",36.5,492000.0,13479.0,400.0,2.0,,pierwotny
Wyremontowane mieszkanie na parterze z balkonem !,https://www.otodom.pl/pl/oferta/wyremontowane-mieszkanie-na-parterze-z-balkonem-ID4tMFa.html,"Łódź, Górna",48.0,395000.0,8229.0,700.0,3.0,,wtórny
Mieszkanie z dużą komórką 9m2 gratis!,https://www.otodom.pl/pl/oferta/mieszkanie-z-duza-komorka-9m2-gratis-ID4sJgs.html,"Łódź, Bałuty",65.0,519000.0,7985.0,716.0,3.0,,wtórny
Apartament na osiedlu Plejada na Zarzewiu,https://www.otodom.pl/pl/oferta/apartament-na-osiedlu-plejada-na-zarzewiu-ID4wkLM.html,"Łódź, Widzew",70.0,730000.0,10429.0,1050.0,3.0,,wtórny
Nowe mieszkanie w centrum. Idealna lokalizacja.0%p,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-centrum-idealna-lokalizacja-0-p-ID4uPQJ.html,"Łódź, Polesie",30.48,313944.0,10300.0,,2.0,,pierwotny
3 pokoje 54m2 do własnej aranżacji Okazyjna Cena,https://www.otodom.pl/pl/oferta/3-pokoje-54m2-do-wlasnej-aranzacji-okazyjna-cena-ID4weq7.html,"Łódź, Górna",54.0,379900.0,7035.0,683.0,3.0,,wtórny
"Żabieniec - 2 pokoje, pełen rozkład, 45m Gorzowska",https://www.otodom.pl/pl/oferta/zabieniec-2-pokoje-pelen-rozklad-45m-gorzowska-ID4ozgg.html,"Łódź, Bałuty",45.0,299999.0,6667.0,613.0,2.0,,wtórny
GOTOWE✅ Narożne ✅ Duży balkon,https://www.otodom.pl/pl/oferta/gotowe-narozne-duzy-balkon-ID4wuz5.html,"Łódź, Polesie",79.33,653140.0,8233.0,,4.0,,pierwotny
2 pokoje Widzew-Wschód,https://www.otodom.pl/pl/oferta/2-pokoje-widzew-wschod-ID4wjMs.html,"Łódź, Widzew",46.03,375000.0,8147.0,620.0,2.0,,wtórny
Piękne M-3 na Bałutach ul. Zgierska 75/81,https://www.otodom.pl/pl/oferta/piekne-m-3-na-balutach-ul-zgierska-75-81-ID4pTR4.html,"Łódź, Bałuty",47.0,440000.0,9362.0,511.0,2.0,,wtórny
Kawalerka na Teofilowie + BALKON + piwnica,https://www.olx.pl/d/oferta/kawalerka-na-teofilowie-balkon-piwnica-CID3-ID14Tppl.html,"Łódź, Bałuty",25.21,249000.0,9877.03,,1.0,Blok,Wtórny
Mieszkania w spokojnej i bezpiecznej okolicy,https://www.otodom.pl/pl/oferta/mieszkania-w-spokojnej-i-bezpiecznej-okolicy-ID4qVbg.html,"Łódź, Górna",68.0,350000.0,5147.0,,3.0,,wtórny
Na Sprzedaż Mieszkanie M5 Łódź Retkińska 64m2,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-m5-lodz-retkinska-64m2-ID4w5gV.html,"Łódź, Polesie",64.0,529000.0,8266.0,700.0,4.0,,wtórny
Dwa Pokoje Z Balkonem Po Generalnym Remoncie,https://www.otodom.pl/pl/oferta/dwa-pokoje-z-balkonem-po-generalnym-remoncie-ID4wdUl.html,"Łódź, Bałuty",45.15,425000.0,9413.0,650.0,2.0,,wtórny
Mieszkanie 49.5m Bałuty Łagiewnicka,https://www.otodom.pl/pl/oferta/mieszkanie-49-5m-baluty-lagiewnicka-ID4wjHK.html,"Łódź, Bałuty",49.5,346000.0,6990.0,600.0,2.0,,wtórny
Nowoczesne 2-pokojowe mieszkanie z balkonem i pralnią – Wólczańska,https://www.olx.pl/d/oferta/nowoczesne-2-pokojowe-mieszkanie-z-balkonem-i-pralnia-wolczanska-CID3-ID14Syad.html,"Łódź, Górna",41.0,417970.0,10194.39,,2.0,Blok,Wtórny
Mieszkanie inwestycyjne w centrum/ ul. Wschodnia.,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-w-centrum-ul-wschodnia-ID4wuz0.html,"Łódź, Śródmieście",32.59,195000.0,5983.0,,1.0,,wtórny
⭐3 Pokoje⭐Centrum⭐Nowe osiedle⭐Rozkładowe ⭐Balkon,https://www.otodom.pl/pl/oferta/3-pokojecentrumnowe-osiedlerozkladowe-balkon-ID4wmUW.html,"Łódź, Śródmieście",49.16,515000.0,10476.0,650.0,3.0,,wtórny
"Sprzedam mieszkanie, Łódź, Górna, Chojny, 3 pokoje",https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-lodz-gorna-chojny-3-pokoje-ID4wt4l.html,"Łódź, Górna",61.2,529000.0,8644.0,,3.0,,wtórny
Nowosolna,https://www.otodom.pl/pl/oferta/nowosolna-ID4weGz.html,Łódź,90.0,630000.0,7000.0,,4.0,,wtórny
Duże mieszkanie - rewelacyjna lokalizacja - Widzew,https://www.otodom.pl/pl/oferta/duze-mieszkanie-rewelacyjna-lokalizacja-widzew-ID4wceP.html,"Łódź, Widzew",62.1,549000.0,8841.0,,3.0,,wtórny
Przytulne M3 w Zgierzu,https://www.otodom.pl/pl/oferta/przytulne-m3-w-zgierzu-ID4wsVF.html,Łódź,32.3,246000.0,7616.0,542.0,2.0,,wtórny
3-pokojowe mieszkanie kuchnia M4 balkon parter 64m2 Górna Rentowna,https://www.olx.pl/d/oferta/3-pokojowe-mieszkanie-kuchnia-m4-balkon-parter-64m2-gorna-rentowna-CID3-ID14QJMS.html,"Łódź, Górna",64.38,599000.0,9304.13,,3.0,Blok,Wtórny
Świetne mieszkanie w centrum Łodzi. Gdańska 72,https://www.otodom.pl/pl/oferta/swietne-mieszkanie-w-centrum-lodzi-gdanska-72-ID4witq.html,"Łódź, Polesie",31.32,275000.0,8780.0,,2.0,,wtórny
Przestronne M4 (64m) Retkinia,https://www.olx.pl/d/oferta/przestronne-m4-64m-retkinia-CID3-ID14JGfs.html,"Łódź, Polesie",64.34,545000.0,8470.62,,3.0,Blok,Wtórny
Promocja! 9200 zł/m2. Bez prowizji.,https://www.otodom.pl/pl/oferta/promocja-9200-zl-m2-bez-prowizji-ID4t3HS.html,"Łódź, Górna",76.79,737184.0,9600.0,700.0,4.0,,pierwotny
CENA Z WYKOŃCZENIEM do 31.03⭐kawalerka z taras 29m,https://www.otodom.pl/pl/oferta/cena-z-wykonczeniem-do-31-03kawalerka-z-taras-29m-ID4wniq.html,"Łódź, Polesie",29.41,305427.0,10385.0,,1.0,,pierwotny
Kawalerka przy samym Parku Podolskim,https://www.otodom.pl/pl/oferta/kawalerka-przy-samym-parku-podolskim-ID4w9T7.html,"Łódź, Górna",28.5,219000.0,7684.0,350.0,1.0,,wtórny
Mieszkanie na Chojnach czeka na Ciebie!,https://www.otodom.pl/pl/oferta/mieszkanie-na-chojnach-czeka-na-ciebie-ID4wgjC.html,"Łódź, Górna",67.95,579000.0,8521.0,550.0,3.0,,wtórny
M3 w spokojnej okolicy,https://www.otodom.pl/pl/oferta/m3-w-spokojnej-okolicy-ID4tJnn.html,"Łódź, Bałuty",46.55,340000.0,7304.0,650.0,2.0,,wtórny
Okazja inwestycyjna - przy ul. Targowej,https://www.otodom.pl/pl/oferta/okazja-inwestycyjna-przy-ul-targowej-ID4wmIJ.html,"Łódź, Śródmieście",42.94,229000.0,5333.0,430.0,2.0,,wtórny
⭐Kawalerka obok Umedu + Komórka + Dni OTWARTE ⭐,https://www.otodom.pl/pl/oferta/kawalerka-obok-umedu-komorka-dni-otwarte-ID4wkqf.html,"Łódź, Śródmieście",26.0,261000.0,10038.0,,1.0,,pierwotny
"2 pokoje - 44,45 m2 - w Łodzi, ul. Brzozowskiego",https://www.otodom.pl/pl/oferta/2-pokoje-44-45-m2-w-lodzi-ul-brzozowskiego-ID4waCU.html,"Łódź, Górna",44.45,268000.0,6029.0,,2.0,,wtórny
"15,16.03 Zaproponuj Swoją Cenę-Loft Z Parkingiem",https://www.otodom.pl/pl/oferta/15-16-03-zaproponuj-swoja-cene-loft-z-parkingiem-ID4wl6X.html,"Łódź, Śródmieście",57.71,479200.0,8304.0,600.0,2.0,,wtórny
2-pokojowe mieszkanie na 1 piętrze Teofilów!!!,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-1-pietrze-teofilow-ID4uVE5.html,"Łódź, Bałuty",35.7,269000.0,7535.0,389.0,2.0,,wtórny
"M-4, 62m2, Ip. Adwentowicza przy Batorym,",https://www.otodom.pl/pl/oferta/m-4-62m2-ip-adwentowicza-przy-batorym-ID4ro2K.html,"Łódź, Widzew",62.0,485000.0,7823.0,700.0,3.0,,wtórny
Parter z balkonem wśród zieleni!,https://www.otodom.pl/pl/oferta/parter-z-balkonem-wsrod-zieleni-ID4wkjy.html,"Łódź, Widzew",38.0,395000.0,10395.0,,2.0,,wtórny
Widzew Augustów Rozkładowe M-3 do zamieszkania,https://www.otodom.pl/pl/oferta/widzew-augustow-rozkladowe-m-3-do-zamieszkania-ID4wtHy.html,"Łódź, Widzew",49.0,410000.0,8367.0,777.0,2.0,,wtórny
Rezerwacja!!! Kawalerka pl.Hallera C.O miejskie,https://www.otodom.pl/pl/oferta/rezerwacja-kawalerka-pl-hallera-c-o-miejskie-ID4wjVF.html,"Łódź, Polesie",15.0,156000.0,10400.0,250.0,1.0,,wtórny
"3 pokoje, okolice MANUFAKTURY!",https://www.otodom.pl/pl/oferta/3-pokoje-okolice-manufaktury-ID4uA7X.html,"Łódź, Bałuty",62.0,430000.0,6935.0,590.0,3.0,,wtórny
"Luskusowy Apartament 110m2! Łódź, os. Chojny Park!",https://www.otodom.pl/pl/oferta/luskusowy-apartament-110m2-lodz-os-chojny-park-ID4wteS.html,"Łódź, Górna",110.0,1299000.0,11809.0,900.0,5.0,,wtórny
Kawalerka z parkingiem w centrum Łodzi,https://www.otodom.pl/pl/oferta/kawalerka-z-parkingiem-w-centrum-lodzi-ID4w8HY.html,"Łódź, Śródmieście",34.0,248000.0,7294.0,330.0,1.0,,wtórny
Super lokalizacja! Top standard remontu! 3 pokoje!,https://www.otodom.pl/pl/oferta/super-lokalizacja-top-standard-remontu-3-pokoje-ID4w5CT.html,"Łódź, Bałuty",52.0,497000.0,9558.0,600.0,3.0,,wtórny
"Pełen rozkład, 2 pokoje z balkonem i kuchnią!",https://www.otodom.pl/pl/oferta/pelen-rozklad-2-pokoje-z-balkonem-i-kuchnia-ID4uyc0.html,"Łódź, Bałuty",38.0,270000.0,7105.0,530.0,2.0,,wtórny
2-pokojewe po generalnym remoncie na Widzewie,https://www.otodom.pl/pl/oferta/2-pokojewe-po-generalnym-remoncie-na-widzewie-ID4uoVH.html,"Łódź, Widzew",27.09,297800.0,10993.0,,2.0,,wtórny
"Rozkładowe M3, loggia, 2 piętro, blok, Dąbrowa",https://www.otodom.pl/pl/oferta/rozkladowe-m3-loggia-2-pietro-blok-dabrowa-ID4wcx8.html,"Łódź, Górna",40.0,264000.0,6600.0,,2.0,,wtórny
